,Lot,Wafer,Mask,TestSite,Name,Date,Scrip ID,Script Version,Script Owner,Operator,Row,Column,ErrorFlag,Error description,Analysis Wavelengh,Rsq of Ref.spectrum(6th),Max transmission of Ref spec(dB),Rsq of IV,I at -1V[A],I at 1V[A]
27,P184640,D08,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190526_141016,process LMZ,0.1,B1,B1 team member,3,0,0,No Error,1310,0.9989658182250613,-5.873229503631592,1.0000000000000926,5.300257e-08,0.006356055
28,P184640,D08,GORILLA5,DCM_LMZC,MZMCTE_LULAB_450_500,20190712_120004,process LMZ,0.1,B1,B1 team member,-1,-1,0,No Error,1550,0.9965340863204013,-8.444914128415956,0.9999999999999548,1.080882e-12,0.005356431
29,P184640,D08,GORILLA5,DCM_LMZC,MZMCTE_LULAB_450_500,20190712_120136,process LMZ,0.1,B1,B1 team member,-1,-3,0,No Error,1550,0.9967703667579957,-9.213680948763646,0.9999999999998684,4.894235e-10,0.004992432
30,P184640,D08,GORILLA5,DCM_LMZC,MZMCTE_LULAB_450_500,20190712_121858,process LMZ,0.1,B1,B1 team member,-1,3,0,No Error,1550,0.9965830706908794,-9.861534733650439,0.9999999999998848,2.689357e-10,0.005288172
31,P184640,D08,GORILLA5,DCM_LMZC,MZMCTE_LULAB_450_500,20190712_121019,process LMZ,0.1,B1,B1 team member,-3,-3,1,Rsq_Ref Error,1550,0.995236864905618,-8.68563055024164,0.9999999999999711,5.6015e-10,0.004806489
32,P184640,D08,GORILLA5,DCM_LMZC,MZMCTE_LULAB_450_500,20190712_120648,process LMZ,0.1,B1,B1 team member,-3,0,0,No Error,1550,0.99674539691242,-9.050265626127075,0.9999999999999406,2.785752e-10,0.005238293
33,P184640,D08,GORILLA5,DCM_LMZC,MZMCTE_LULAB_450_500,20190712_122031,process LMZ,0.1,B1,B1 team member,-3,2,1,Rsq_Ref Error,1550,0.9959696646072307,-9.947949007274541,0.9999999999999597,1.991348e-09,0.00534096
34,P184640,D08,GORILLA5,DCM_LMZC,MZMCTE_LULAB_450_500,20190712_120819,process LMZ,0.1,B1,B1 team member,-4,-1,1,Rsq_Ref Error,1550,0.9949078512221591,-8.988276488796929,0.9999999999998769,2.718284e-09,0.005056953
35,P184640,D08,GORILLA5,DCM_LMZC,MZMCTE_LULAB_450_500,20190712_121202,process LMZ,0.1,B1,B1 team member,0,-4,1,Rsq_Ref Error,1550,0.9955333363029317,-10.177454350325856,1.0000000000000187,2.07831e-09,0.004971176
36,P184640,D08,GORILLA5,DCM_LMZC,MZMCTE_LULAB_450_500,20190712_115833,process LMZ,0.1,B1,B1 team member,0,0,0,No Error,1550,0.9975699753321504,-9.18358306058825,0.9999999999999448,5.754345e-12,0.005455126
37,P184640,D08,GORILLA5,DCM_LMZC,MZMCTE_LULAB_450_500,20190712_120501,process LMZ,0.1,B1,B1 team member,0,2,1,Rsq_Ref Error,1550,0.9959496393413785,-8.278760104532308,0.9999999999999996,7.961963e-11,0.005282801
38,P184640,D08,GORILLA5,DCM_LMZC,MZMCTE_LULAB_450_500,20190712_120318,process LMZ,0.1,B1,B1 team member,2,-1,0,No Error,1550,0.9971853054194405,-9.075250786039327,0.9999999999999566,4.573714e-11,0.00488411
39,P184640,D08,GORILLA5,DCM_LMZC,MZMCTE_LULAB_450_500,20190712_121352,process LMZ,0.1,B1,B1 team member,2,-3,0,No Error,1550,0.9972310483379748,-10.45963629309971,0.9999999999999385,1.951419e-09,0.00500029
40,P184640,D08,GORILLA5,DCM_LMZC,MZMCTE_LULAB_450_500,20190712_121716,process LMZ,0.1,B1,B1 team member,2,2,0,No Error,1550,0.997286192906597,-9.465441021890829,0.9999999999999256,3.995418e-10,0.005182757
41,P184640,D08,GORILLA5,DCM_LMZC,MZMCTE_LULAB_450_500,20190712_121533,process LMZ,0.1,B1,B1 team member,3,0,0,No Error,1550,0.9970642622632563,-9.657217317337915,0.9999999999999962,8.534919e-10,0.005047702
42,P184640,D23,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190531_081842,process LMZ,0.1,B1,B1 team member,-1,-1,0,No Error,1310,0.9980813853342382,-5.525899887084961,0.9999999959981302,1.208074e-10,1.34298e-10
43,P184640,D23,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190531_085236,process LMZ,0.1,B1,B1 team member,-1,-3,0,No Error,1310,0.999188728106965,-5.481581211090088,0.9999999910745323,1.187963e-10,1.255417e-10
44,P184640,D23,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190531_143054,process LMZ,0.1,B1,B1 team member,-1,3,0,No Error,1310,0.9989002398058106,-6.062084674835205,0.999999992832056,1.212264e-10,1.348007e-10
45,P184640,D23,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190531_114141,process LMZ,0.1,B1,B1 team member,-3,-3,0,No Error,1310,0.9988192157577361,-6.239155292510986,0.9999999984406845,1.176231e-10,1.280554e-10
46,P184640,D23,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190531_103403,process LMZ,0.1,B1,B1 team member,-3,0,0,No Error,1310,0.9993618338700062,-5.252536296844482,0.9999999986491779,1.207655e-10,1.306949e-10
47,P184640,D23,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190531_150441,process LMZ,0.1,B1,B1 team member,-3,2,0,No Error,1310,0.9992178982060862,-6.307421684265137,1.0000000024249205,1.206398e-10,1.288096e-10
48,P184640,D23,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190531_110751,process LMZ,0.1,B1,B1 team member,-4,-1,0,No Error,1310,0.9986284730007271,-6.560473442077637,1.0000000099021442,1.177069e-10,1.276365e-10
49,P184640,D23,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190531_121531,process LMZ,0.1,B1,B1 team member,0,-4,0,No Error,1310,0.9991418184130391,-6.075681686401367,0.9999999944502416,1.202628e-10,1.28223e-10
50,P184640,D23,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190531_074448,process LMZ,0.1,B1,B1 team member,0,0,0,No Error,1310,0.9977363942776535,-5.880475044250488,0.9999999830224898,1.195505e-10,1.27008e-10
51,P184640,D23,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190531_100015,process LMZ,0.1,B1,B1 team member,0,2,0,No Error,1310,0.9987557876353855,-5.243660926818848,0.999999985262738,1.202209e-10,1.329992e-10
52,P184640,D23,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190531_092627,process LMZ,0.1,B1,B1 team member,2,-1,0,No Error,1310,0.9981064107446213,-5.5092267990112305,0.9999999758971313,1.171204e-10,1.316585e-10
53,P184640,D23,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190531_124924,process LMZ,0.1,B1,B1 team member,2,-3,0,No Error,1310,0.9982180339139783,-6.574255466461182,0.9999999931114001,1.208074e-10,1.336695e-10
54,P184640,D23,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190531_135701,process LMZ,0.1,B1,B1 team member,2,2,0,No Error,1310,0.9985473614268323,-5.624571323394775,0.9999999759009986,1.203885e-10,1.311139e-10
55,P184640,D23,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190531_132314,process LMZ,0.1,B1,B1 team member,3,0,0,No Error,1310,0.9982736955756123,-6.167811393737793,0.9999999876055745,1.167433e-10,1.296475e-10
56,P184640,D23,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190603_205838,process LMZ,0.1,B1,B1 team member,-1,-1,0,No Error,1310,0.9986254889060847,-5.4470319747924805,0.9999999999995013,2.139364e-07,0.004848104
57,P184640,D23,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190603_210705,process LMZ,0.1,B1,B1 team member,-1,-3,0,No Error,1310,0.9991123166073141,-5.554928302764893,0.999999999999927,2.206549e-07,0.004275683
58,P184640,D23,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190603_223141,process LMZ,0.1,B1,B1 team member,-1,3,0,No Error,1310,0.9990581561708405,-6.114597320556641,0.9999999999999066,1.337233e-07,0.004415526
59,P184640,D23,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190603_214920,process LMZ,0.1,B1,B1 team member,-3,-3,0,No Error,1310,0.998724879760603,-6.387868881225586,0.9999999999998987,1.893912e-07,0.00458204
60,P184640,D23,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190603_213227,process LMZ,0.1,B1,B1 team member,-3,0,0,No Error,1310,0.9994059472277351,-5.391937732696533,0.9999999999999475,1.735403e-07,0.004446676
61,P184640,D23,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190603_224008,process LMZ,0.1,B1,B1 team member,-3,2,0,No Error,1310,0.9992141840366249,-6.205504417419434,1.0000000000001328,1.435766e-07,0.003458655
62,P184640,D23,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190603_214054,process LMZ,0.1,B1,B1 team member,-4,-1,0,No Error,1310,0.9985991341215373,-6.746885776519775,0.9999999999997267,1.996838e-07,0.004697751
63,P184640,D23,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190603_215749,process LMZ,0.1,B1,B1 team member,0,-4,0,No Error,1310,0.9990385823550776,-6.246076583862305,0.9999999999997227,1.758982e-07,0.00446655
64,P184640,D23,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190603_205010,process LMZ,0.1,B1,B1 team member,0,0,0,No Error,1310,0.9975905651374065,-5.822120189666748,0.9999999999999963,2.389178e-07,0.00438493
65,P184640,D23,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190603_212401,process LMZ,0.1,B1,B1 team member,0,2,0,No Error,1310,0.9989363581275232,-5.249536037445068,0.9999999999998445,1.709376e-07,0.003800664
66,P184640,D23,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190603_211533,process LMZ,0.1,B1,B1 team member,2,-1,0,No Error,1310,0.9979837849680446,-5.542170524597168,0.9999999999999458,1.885348e-07,0.004698496
67,P184640,D23,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190603_220618,process LMZ,0.1,B1,B1 team member,2,-3,0,No Error,1310,0.998168696025688,-6.589053153991699,0.999999999999704,1.556117e-07,0.004886194
68,P184640,D23,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190603_222311,process LMZ,0.1,B1,B1 team member,2,2,0,No Error,1310,0.9984356359406453,-5.626934051513672,0.9999999999999443,1.302277e-07,0.004633154
69,P184640,D23,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190603_221443,process LMZ,0.1,B1,B1 team member,3,0,0,No Error,1310,0.9982631858620215,-6.191649913787842,0.9999999999999829,1.358143e-07,0.004295274
70,P184640,D24,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190531_161607,process LMZ,0.1,B1,B1 team member,-1,-1,0,No Error,1310,0.9988517431883908,-5.43178653717041,0.9999999970039569,1.17707e-10,1.333762e-10
71,P184640,D24,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190531_164952,process LMZ,0.1,B1,B1 team member,-1,-3,0,No Error,1310,0.9991594892846548,-5.667716026306152,0.9999999616045886,1.184192e-10,1.283487e-10
72,P184640,D24,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190531_222808,process LMZ,0.1,B1,B1 team member,-1,3,0,No Error,1310,0.9989181485854707,-6.43640661239624,0.9999999856502831,1.196762e-10,1.271337e-10
73,P184640,D24,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190531_193857,process LMZ,0.1,B1,B1 team member,-3,-3,0,No Error,1310,0.9987801767037077,-6.657200336456299,1.0000000024454068,1.205979e-10,1.252065e-10
74,P184640,D24,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190531_183125,process LMZ,0.1,B1,B1 team member,-3,0,0,No Error,1310,0.9991914638232302,-5.393341064453125,1.0000000003321454,1.227765e-10,1.257093e-10
75,P184640,D24,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190531_230158,process LMZ,0.1,B1,B1 team member,-3,2,0,No Error,1310,0.9992489019897889,-6.643723964691162,0.9999999713606701,1.130561e-10,1.353872e-10
76,P184640,D24,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190531_190512,process LMZ,0.1,B1,B1 team member,-4,-1,0,No Error,1310,0.9985840601523771,-7.048968315124512,0.9999999868909967,1.203047e-10,1.222319e-10
77,P184640,D24,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190531_201254,process LMZ,0.1,B1,B1 team member,0,-4,0,No Error,1310,0.9992040604403498,-6.105777740478516,0.9999999909404242,1.223995e-10,1.327059e-10
78,P184640,D24,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190531_154219,process LMZ,0.1,B1,B1 team member,0,0,0,No Error,1310,0.9983465255259895,-5.597927093505859,0.9999999863943881,1.200114e-10,1.300665e-10
79,P184640,D24,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190531_175734,process LMZ,0.1,B1,B1 team member,0,2,0,No Error,1310,0.9989030227284382,-5.590353012084961,0.9999999848609002,1.209331e-10,1.291028e-10
80,P184640,D24,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190531_172343,process LMZ,0.1,B1,B1 team member,2,-1,0,No Error,1310,0.9982160286213161,-5.61832857131958,0.9999999773002525,1.228184e-10,1.283068e-10
81,P184640,D24,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190531_204639,process LMZ,0.1,B1,B1 team member,2,-3,0,No Error,1310,0.9989486602547889,-5.9893999099731445,0.9999999734606816,1.191315e-10,1.277203e-10
82,P184640,D24,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190531_215419,process LMZ,0.1,B1,B1 team member,2,2,0,No Error,1310,0.9988698747097403,-5.527715682983398,0.9999999797137735,1.204304e-10,1.300245e-10
83,P184640,D24,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190531_212029,process LMZ,0.1,B1,B1 team member,3,0,0,No Error,1310,0.9986443171989713,-5.8534255027771,0.9999999873457894,1.218548e-10,1.334181e-10
84,P184640,D24,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190603_230049,process LMZ,0.1,B1,B1 team member,-1,-1,0,No Error,1310,0.9984659673536395,-5.46799373626709,0.9999999999996969,3.047158e-07,0.004221569
85,P184640,D24,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190603_230916,process LMZ,0.1,B1,B1 team member,-1,-3,0,No Error,1310,0.999319187493191,-5.525676250457764,0.9999999999995753,2.998289e-07,0.002944735
86,P184640,D24,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190604_003352,process LMZ,0.1,B1,B1 team member,-1,3,0,No Error,1310,0.9990406214102355,-6.539792060852051,0.9999999999999714,2.330585e-07,0.004511872
87,P184640,D24,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190603_235133,process LMZ,0.1,B1,B1 team member,-3,-3,0,No Error,1310,0.9987695903270098,-6.596004962921143,0.9999999999996293,2.549133e-07,0.00192262
88,P184640,D24,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190603_233439,process LMZ,0.1,B1,B1 team member,-3,0,0,No Error,1310,0.9990775796439216,-5.268948554992676,0.9999999999998944,2.656578e-07,0.003493654
89,P184640,D24,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190604_004219,process LMZ,0.1,B1,B1 team member,-3,2,0,No Error,1310,0.9991268539872592,-6.539316654205322,0.9999999999997543,2.258531e-07,0.004335667
90,P184640,D24,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190603_234307,process LMZ,0.1,B1,B1 team member,-4,-1,0,No Error,1310,0.998818841597052,-6.7763590812683105,0.9999999999994226,2.633351e-07,0.00227457
91,P184640,D24,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190604_000000,process LMZ,0.1,B1,B1 team member,0,-4,0,No Error,1310,0.9992198475647489,-5.993927001953125,0.9999999999993439,2.544434e-07,0.002145134
92,P184640,D24,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190603_225223,process LMZ,0.1,B1,B1 team member,0,0,0,No Error,1310,0.9982941356549044,-5.580395221710205,0.9999999999998358,3.055918e-07,0.005187034
93,P184640,D24,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190603_232610,process LMZ,0.1,B1,B1 team member,0,2,0,No Error,1310,0.9989324934746645,-5.57945442199707,0.9999999999992086,2.787125e-07,0.003622514
94,P184640,D24,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190603_231744,process LMZ,0.1,B1,B1 team member,2,-1,0,No Error,1310,0.9983713171467733,-5.534558296203613,0.9999999999996363,2.901249e-07,0.004256894
95,P184640,D24,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190604_000826,process LMZ,0.1,B1,B1 team member,2,-3,0,No Error,1310,0.9987606658646565,-5.957448482513428,1.0000000000000475,2.511984e-07,0.004634428
96,P184640,D24,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190604_002525,process LMZ,0.1,B1,B1 team member,2,2,0,No Error,1310,0.9980039752046814,-5.796686172485352,0.9999999999998959,2.305046e-07,0.004386544
97,P184640,D24,GORILLA5,DCM_LMZO,MZMOTE_LULAB_380_500,20190604_001657,process LMZ,0.1,B1,B1 team member,3,0,0,No Error,1310,0.9985977708720032,-5.815927982330322,0.9999999999999624,2.369815e-07,0.004200758
